Dataset,Method,Accuracy mean,Accuracy std,F1 Score mean,F1 Score std,Precision mean,Precision std,Recall mean,Recall std,Runtime Seconds mean,Runtime Seconds std
COVID-19,HE Logistic Regression Inference,0.9568200000000001,0.0012397580409095907,0.3979662439446951,0.0199487292725604,0.6174451350925313,0.027873860095097947,0.2938271604938272,0.01760432068823655,71.12743124961852,0.3280639995661202
COVID-19,Normal Logistic Regression,0.9568200000000001,0.0012397580409095907,0.3979662439446951,0.0199487292725604,0.6174451350925313,0.027873860095097947,0.2938271604938272,0.01760432068823655,0.022931575775146484,0.007649481038079273
